House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
229,Marshall Squares,Lisa,Flynn,43,Head,Married,Female,"Surveyor, mining",None,Christian
229,Marshall Squares,Bryan,Flynn,45,Husband,Married,Male,Control and instrumentation engineer,None,Christian
229,Marshall Squares,Sandra,Flynn,12,Daughter,NA,Female,Student,None,NA
229,Marshall Squares,Nicola,Flynn,11,Daughter,NA,Female,Student,None,NA
230,Marshall Squares,Justin,Adams,33,Head,Single,Male,Contracting civil engineer,None,None
230,Marshall Squares,Jonathan,Wells,63,None,Single,Male,Therapeutic radiographer,None,None
230,Marshall Squares,Dorothy,Stephenson,24,None,Single,Female,Sports development officer,None,None
230,Marshall Squares,Danielle,Carter,19,None,Single,Female,University Student,None,Christian
231,Marshall Squares,Maurice,Robinson,49,Head,Married,Male,"Sales professional, IT",None,Catholic
231,Marshall Squares,Stacey,Robinson,52,Wife,Married,Female,Sports coach,None,Catholic
231,Marshall Squares,Beverley,Robinson,23,Daughter,Divorced,Female,"Lighting technician, broadcasting/film/video",None,Catholic
231,Marshall Squares,Vanessa,Robinson,2,Daughter,NA,Female,Child,None,NA
232,Marshall Squares,Judith,Booth,55,Head,Married,Female,Charity officer,None,Christian
232,Marshall Squares,Gerald,Booth,57,Husband,Married,Male,Chiropractor,None,Christian
232,Marshall Squares,Heather,Booth,23,Daughter,Single,Female,Jewellery designer,None,Christian
232,Marshall Squares,Terence,Booth,16,Son,NA,Male,Student,None,NA
233,Marshall Squares,Samantha,Freeman,53,Head,Married,Female,"Conservation officer, nature",None,Christian
233,Marshall Squares,Luke,Freeman,57,Husband,Married,Male,Customer service manager,None,Christian
233,Marshall Squares,Sian,Freeman,27,Daughter,Single,Female,Event organiser,None,None
233,Marshall Squares,Abigail,Freeman,21,Daughter,Divorced,Female,University Student,None,Christian
233,Marshall Squares,Joanne,Freeman,20,Daughter,Single,Female,Engineering geologist,None,Christian
233,Marshall Squares,Lydia,Freeman,16,Daughter,NA,Female,Student,None,NA
234,Marshall Squares,Jake,Graham,34,Head,Single,Male,"Civil engineer, consulting",None,None
234,Marshall Squares,Samuel,Berry,34,None,Single,Male,"Sales professional, IT",None,None
234,Marshall Squares,Adrian,Hanson,35,None,Single,Male,Holiday representative,None,Catholic
234,Marshall Squares,Connor,Stevens,28,None,Single,Male,Air cabin crew,None,None
235,Marshall Squares,Rachel,Gray,61,Head,Married,Female,Senior tax professional/tax inspector,None,Catholic
235,Marshall Squares,Antony,Gray,64,Husband,Married,Male,Graphic designer,None,Catholic
236,Marshall Squares,Jake,Hurst,40,Head,Divorced,Male,Museum education officer,None,None
237,Marshall Squares,Mark,Lewis,54,Head,Single,Male,Systems analyst,None,None
237,Marshall Squares,Ashleigh,Johnson,28,None,Single,Female,Statistician,None,Methodist
237,Marshall Squares,Lucy,Elliott,56,None,Single,Female,Commercial/residential surveyor,None,None
237,Marshall Squares,Stewart,Henry,62,None,Single,Male,Counsellor,None,None
238,Marshall Squares,Rachael,Green,48,Head,Married,Female,Tourist information centre manager,None,None
238,Marshall Squares,Shaun,Green,50,Husband,Married,Male,Estate agent,None,None
239,Marshall Squares,Charlie,Lewis,36,Head,Widowed,Male,Market researcher,None,Christian
239,Marshall Squares,Joan,Andrews,43,Lodger,Single,Female,Jewellery designer,None,Catholic
239,Marshall Squares,Lorraine,Jones,41,Lodger,Single,Female,Unemployed,None,Catholic
239,Marshall Squares,Sam,Taylor,46,Lodger,Single,Male,"Radiographer, therapeutic",None,Christian
240,Marshall Squares,Paige,O'Neill,74,Head,Married,Female,"Retired Psychologist, sport and exercise",None,None
240,Marshall Squares,Jamie,O'Neill,75,Husband,Married,Male,Retired Learning disability nurse,None,None
240,Marshall Squares,Dennis,O'Neill,6,Grandson,NA,Male,Student,None,NA
240,Marshall Squares,Danielle,O'Neill,5,Granddaughter,NA,Female,Student,None,NA
1,Madrid Lane,Rachael,Walker,76,Head,Widowed,Female,"Retired Engineer, maintenance (IT)",None,Christian
1,Madrid Lane,Joyce,Walker,42,Daughter,Single,Female,Chief Strategy Officer,None,Christian
1,Madrid Lane,Julie,Walker,37,Daughter,Divorced,Female,Chartered loss adjuster,None,None
2,Madrid Lane,Elizabeth,Brooks,63,Head,Married,Female,"Surveyor, insurance",None,Methodist
2,Madrid Lane,Lee,Brooks,65,Husband,Married,Male,Paramedic,None,None
3,Madrid Lane,Hayley,Andrews,35,Head,Married,Female,Actor,None,None
3,Madrid Lane,Clifford,Andrews,35,Husband,Married,Male,Sport and exercise psychologist,None,None
3,Madrid Lane,Antony,Andrews,1,Son,NA,Male,Child,None,NA
3,Madrid Lane,Margaret,Mistry,33,Lodger,Single,Female,Cytogeneticist,None,Catholic
4,Madrid Lane,Adrian,Reeves,26,Head,Married,Male,Hospital doctor,None,None
4,Madrid Lane,Stacey,Reeves,21,Wife,Married,Female,"Teacher, early years/pre",None,None
5,Madrid Lane,Marc,Welch,58,Head,Married,Male,IT consultant,None,Christian
5,Madrid Lane,Lynn,Welch,57,Wife,Married,Female,IT technical support officer,None,Christian
5,Madrid Lane,Barry,Welch,27,Son,Single,Male,Broadcast presenter,None,Christian
6,Madrid Lane,Georgina,Rogers,36,Head,Divorced,Female,Unemployed,None,Christian
6,Madrid Lane,Maria,Rogers,9,Daughter,NA,Female,Student,None,NA
7,Madrid Lane,Luke,Jones,19,Head,Married,Male,University Student,None,Catholic
7,Madrid Lane,Paula,Jones,19,Wife,Married,Female,IT sales professional,None,Catholic
8,Madrid Lane,Ellie,Wilkinson,72,Head,Widowed,Female,Retired Holiday representative,None,Methodist
8,Madrid Lane,Timothy,Wilkinson,42,Son,Single,Male,Arts development officer,None,Methodist
9,Madrid Lane,Adrian,Thomas,45,Head,Divorced,Male,IT sales professional,None,Catholic
10,Madrid Lane,Amber,Marsden,61,Head,Married,Female,"Designer, textile",None,Catholic
10,Madrid Lane,Damien,Marsden,63,Husband,Married,Male,Unemployed,None,Catholic
11,Madrid Lane,Sophie,Hamilton,34,Head,Single,Female,Contracting civil engineer,None,None
11,Madrid Lane,Jordan,Hamilton,5,Son,NA,Male,Student,None,NA
12,Madrid Lane,Lydia,Jarvis,50,Head,Single,Female,"Engineer, broadcasting (operations)",None,None
12,Madrid Lane,Oliver,Clark,52,Partner,Single,Male,Hydrologist,None,None
12,Madrid Lane,Eileen,Jarvis,17,Daughter,NA,Female,Student,None,NA
13,Madrid Lane,Ronald,Barnes,78,Head,Single,Male,"Retired Designer, graphic",None,None
14,Madrid Lane,Jasmine,Martin,38,Head,Married,Female,Broadcast presenter,None,Christian
14,Madrid Lane,Malcolm,Martin,41,Husband,Married,Male,"Designer, fashion/clothing",None,None
14,Madrid Lane,Brian,Martin,21,Son,Single,Male,University Student,None,Christian
14,Madrid Lane,John,Martin,18,Son,Single,Male,Student,None,Christian
14,Madrid Lane,Paige,Martin,16,Daughter,NA,Female,Student,None,NA
15,Madrid Lane,Eileen,Kaur,61,Head,Single,Female,Higher education careers adviser,None,None
16,Madrid Lane,Kenneth,Houghton,46,Head,Divorced,Male,"Therapist, sports",None,None
16,Madrid Lane,Joanna,Houghton,8,Daughter,NA,Female,Student,None,NA
1,Palmtree Avenue,Rachel,Shaw,48,Head,Married,Female,Actuary,None,Catholic
1,Palmtree Avenue,Leonard,Shaw,54,Husband,Married,Male,"Scientist, forensic",None,None
1,Palmtree Avenue,Benjamin,Shaw,10,Son,NA,Male,Student,None,NA
2,Palmtree Avenue,Thomas,Ball,65,Head,Widowed,Male,Teaching laboratory technician,None,Christian
2,Palmtree Avenue,Paul,Knight-Ball,26,Son,Single,Male,Ship broker,None,Christian
2,Palmtree Avenue,Molly,Knight-Ball,23,Daughter,Single,Female,"Designer, jewellery",None,Christian
3,Palmtree Avenue,Lindsey,Banks,48,Head,Married,Female,Housing manager/officer,None,None
3,Palmtree Avenue,Graeme,Banks,52,Husband,Married,Male,"Surveyor, building control",None,None
3,Palmtree Avenue,Ross,Banks,14,Son,NA,Male,Student,None,NA
3,Palmtree Avenue,Timothy,Banks,10,Son,NA,Male,Student,None,NA
4,Palmtree Avenue,Nicola,Wilson,19,Head,Single,Female,University Student,None,None
4,Palmtree Avenue,Alexandra,Joyce,20,None,Single,Female,University Student,None,Sith
4,Palmtree Avenue,Pauline,Dickinson,21,None,Single,Female,University Student,None,Catholic
5,Palmtree Avenue,Sara,Ahmed,60,Head,Married,Female,Trade union research officer,None,None
5,Palmtree Avenue,Bruce,Ahmed,63,Husband,Married,Male,"Surveyor, land/geomatics",None,None
5,Palmtree Avenue,Allan,Ahmed,41,Son,Single,Male,Accounting technician,None,None
6,Palmtree Avenue,Lauren,Payne,28,Head,Divorced,Female,Travel agency manager,None,Methodist
6,Palmtree Avenue,Natasha,Payne,2,Daughter,NA,Female,Child,None,NA
6,Palmtree Avenue,Darren,Payne,2,Son,NA,Male,Child,None,NA
6,Palmtree Avenue,Hilary,Payne,0,Daughter,NA,Female,Child,None,NA
6,Palmtree Avenue,Joshua,Edwards,61,Lodger,Divorced,Male,Data processing manager,None,Muslim
7,Palmtree Avenue,Christine,Fry,42,Head,Single,Female,Herpetologist,None,Christian
7,Palmtree Avenue,Stanley,Fry,19,Son,Divorced,Male,University Student,None,Christian
7,Palmtree Avenue,Kathryn,Fry,17,Daughter,NA,Female,Student,None,NA
8,Palmtree Avenue,Lorraine,Barton,36,Head,Married,Female,"Designer, furniture",None,Christian
8,Palmtree Avenue,John,Barton,44,Husband,Married,Male,"Therapist, music",None,None
8,Palmtree Avenue,Rosemary,Barton,6,Daughter,NA,Female,Student,None,NA
8,Palmtree Avenue,Anna,Barton,3,Daughter,NA,Female,Child,None,NA
9,Palmtree Avenue,Caroline,Begum,32,Head,Married,Female,Community pharmacist,None,Christian
9,Palmtree Avenue,Leigh,Begum,34,Husband,Married,Male,Proofreader,None,None
9,Palmtree Avenue,Naomi,Begum,6,Daughter,NA,Female,Student,None,NA
10,Palmtree Avenue,Beverley,Gallagher,30,Head,Single,Female,Personnel officer,None,Catholic
10,Palmtree Avenue,Janet,Gallagher,3,Daughter,NA,Female,Child,None,NA
10,Palmtree Avenue,Craig,Gallagher,2,Son,NA,Male,Child,None,NA
10,Palmtree Avenue,Raymond,Gallagher,0,Son,NA,Male,Child,None,NA
10,Palmtree Avenue,Scott,Roberts,60,Lodger,Single,Male,Marketing executive,None,Christian
11,Palmtree Avenue,Diane,Gray,34,Head,Single,Female,Ophthalmologist,None,None
11,Palmtree Avenue,Beth,Watkins,35,Partner,Single,Female,Water engineer,None,None
12,Palmtree Avenue,Leigh,Webb,50,Head,Single,Male,"Therapist, sports",None,None
12,Palmtree Avenue,Clare,Bates,50,None,Single,Female,Investment analyst,None,None
12,Palmtree Avenue,Marian,Wade,46,None,Single,Female,Actuary,None,None
13,Palmtree Avenue,Nicole,Jordan,49,Head,Divorced,Female,"Designer, multimedia",None,None
13,Palmtree Avenue,Hollie,Jordan,11,Daughter,NA,Female,Student,None,NA
13,Palmtree Avenue,Simon,Jordan,9,Son,NA,Male,Student,None,NA
14,Palmtree Avenue,Rachel,Parker,74,Head,Widowed,Female,Retired Chartered loss adjuster,None,Christian
15,Palmtree Avenue,Maureen,King,57,Head,Married,Female,Civil Service fast streamer,None,Christian
15,Palmtree Avenue,Billy,King-Thompson,58,Husband,Married,Male,"Engineer, aeronautical",None,None
15,Palmtree Avenue,Dominic,King-Thompson,21,Son,Divorced,Male,University Student,None,Christian
15,Palmtree Avenue,Howard,King-Thompson,15,Son,NA,Male,Student,None,NA
16,Palmtree Avenue,Nicola,Clarke,51,Head,Married,Female,Claims inspector/assessor,None,None
16,Palmtree Avenue,Christian,Clarke,57,Husband,Married,Male,Control and instrumentation engineer,None,None
16,Palmtree Avenue,Catherine,Clarke,17,Daughter,NA,Female,Student,None,NA
16,Palmtree Avenue,Margaret,Clarke,15,Daughter,NA,Female,Student,None,NA
17,Palmtree Avenue,Janet,Wallace,53,Head,Single,Female,Medical sales representative,None,Christian
17,Palmtree Avenue,Christine,Powell-Wallace,19,Daughter,Single,Female,University Student,None,Christian
17,Palmtree Avenue,Teresa,Powell-Wallace,19,Daughter,Single,Female,University Student,None,None
18,Palmtree Avenue,Emma,Jones,81,Head,Widowed,Female,Retired Actor,None,None
19,Palmtree Avenue,Lorraine,Ward,43,Head,Married,Female,Oncologist,None,Christian
19,Palmtree Avenue,Garry,Ward,47,Husband,Married,Male,Claims inspector/assessor,None,Christian
19,Palmtree Avenue,Sam,Ward,11,Son,NA,Male,Student,None,NA
20,Palmtree Avenue,Joanna,Gill,33,Head,Single,Female,"Accountant, chartered",None,Muslim
20,Palmtree Avenue,Rosie,Gill,8,Daughter,NA,Female,Student,None,NA
20,Palmtree Avenue,Leigh,Gill,8,Son,NA,Male,Student,None,NA
21,Palmtree Avenue,Grace,Higgins,51,Head,Married,Female,"Engineer, land",None,Christian
21,Palmtree Avenue,Eric,Higgins,51,Husband,Married,Male,Purchasing manager,None,Christian
21,Palmtree Avenue,Laura,Higgins,39,Daughter,Single,Female,"Psychologist, clinical",None,None
22,Palmtree Avenue,Cheryl,Watts,61,Head,Married,FEMALE,Police officer,None,Christian
22,Palmtree Avenue,Arthur,Watts,60,Husband,Married,Male,Homeopath,None,Christian
23,Palmtree Avenue,Natalie,Goddard,25,Head,Single,Female,Unemployed,None,Catholic
23,Palmtree Avenue,Alexander,West,38,Lodger,Divorced,Male,Warehouse manager,None,Methodist
23,Palmtree Avenue,Rachel,Cooke,28,Lodger,Single,Female,Cartographer,None,Christian
23,Palmtree Avenue,Janice,Harrison,59,Lodger,Single,Female,Merchant navy officer,None,Christian
23,Palmtree Avenue,Gail,Parsons,47,Lodger,Divorced,Female,Armed forces technical officer,None,Christian
24,Palmtree Avenue,Marion,Shah,53,Head,Single,Female,Unemployed,None,None
24,Palmtree Avenue,Kerry,Shah,15,Daughter,NA,Female,Student,None,NA
25,Palmtree Avenue,Kimberley,Ashton,65,Head,Married,Female,Dentist,None,None
25,Palmtree Avenue,Daniel,Ashton,67,Husband,Married,Male,"Teacher, music",None,None
25,Palmtree Avenue,Louise,Ashton,38,Daughter,Single,Female,Prison officer,None,Christian
26,Palmtree Avenue,Owen,Griffiths,38,Head,Divorced,Male,Press photographer,None,Catholic
26,Palmtree Avenue,Rebecca,Gordon,22,None,Single,Female,University Student,None,Methodist
26,Palmtree Avenue,Justin,Walsh,25,None,Single,Male,Recruitment consultant,None,None
1,Campbell Canyon,Tracy,Stewart,30,Head,Divorced,Female,"Editor, film/video",None,None
2,Campbell Canyon,Tina,Hicks,51,Head,Single,Female,Civil Service fast streamer,None,Christian
3,Campbell Canyon,Sylvia,Williamson,66,Head,Widowed,Female,"Administrator, sports",None,None
3,Campbell Canyon,Philip,Williamson,34,Son,Single,Male,"Social research officer, government",None,None
4,Campbell Canyon,Tracy,Wilkinson,42,Head,Single,Female,"Teacher, English as a foreign language",None,None
4,Campbell Canyon,Eric,Wilkinson,2,Son,NA,Male,Child,None,NA
4,Campbell Canyon,Hayley,Evans,24,Cousin,Single,Female,Unemployed,None,None
5,Campbell Canyon,Lucy,Smart,70,Head,Widowed,Female,Retired Network engineer,None,Catholic
6,Campbell Canyon,Samantha,Henderson,24,Head,Single,Female,"Scientist, research (medical)",None, 
7,Campbell Canyon,Carole,Smith,74,Head,Widowed,Female,Retired Animator,None,None
8,Campbell Canyon,Diane,Greenwood,98,Head,Married,Female,Retired Adult nurse,None,Christian
8,Campbell Canyon,Karl,Greenwood,106,Husband,Married,Male,"Retired Psychotherapist, child",None,None
9,Campbell Canyon,Shannon,Wheeler,23,Head,Married,Female,Hotel manager,None,Methodist
9,Campbell Canyon,Francis,Wheeler,25,Husband,Married,Male,"Teacher, early years/pre",None,Methodist
9,Campbell Canyon,Rosie,Wheeler,2,Daughter,NA,Female,Child,None,NA
10,Campbell Canyon,Matthew,Smith,29,Head,Single,Male,Unemployed,None,Christian
11,Campbell Canyon,Laura,Edwards,48,Head,Married,Female,Interpreter,None,Catholic
11,Campbell Canyon,Oliver,Edwards,47,Husband,Married,Male,"Scientist, research (life sciences)",None,None
11,Campbell Canyon,G,Edwards,16,Son,NA,Male,Student,None,NA
12,Campbell Canyon,Kayleigh,Jones,43,Head,Married,Female,"Engineer, manufacturing systems",None,Catholic
12,Campbell Canyon,Mohamed,Jones,40,Husband,Married,Male,Physiotherapist,None,Catholic
12,Campbell Canyon,Abigail,Jones,17,Daughter,NA,Female,Student,None,NA
1,Butterfly Street,Eleanor,Foster,37,Head,Widowed,Female,Unemployed,None,None
1,Butterfly Street,Keith,Foster,11,Son,NA,Male,Student,None,NA
1,Butterfly Street,Lynne,Foster,9,Daughter,NA,Female,Student,None,NA
1,Butterfly Street,Francesca,Foster,7,Daughter,NA,Female,Student,None,NA
2,Butterfly Street,Stuart,Williams,22,Head,Single,Male,University Student,None,None
2,Butterfly Street,Marilyn,Wood,19,Partner,Single,Female,University Student,None,None
3,Butterfly Street,Denis,,39,Head,Married,Male,"Buyer, industrial",None,None
3,Butterfly Street,Naomi,Jones,38,Wife,Married,Female,"Engineer, energy",None,None
4,Butterfly Street,Shannon,Duffy,29,Head,Single,Female,PhD Student,None,Catholic
4,Butterfly Street,Melissa,Brown,23,None,Single,Female,Clinical embryologist,None,Catholic
4,Butterfly Street,Robert,Dobson,19,None,Single,Male,"Doctor, hospital",None,Christian
4,Butterfly Street,Stephen,Hope,25,None,Single,Male,Newspaper journalist,None,None
5,Butterfly Street,Trevor,Jones,43,Head,Married,Male,Catering manager,None,Christian
5,Butterfly Street,Susan,Jones,41,Wife,Married,Female,Food technologist,None,None
5,Butterfly Street,Stephen,Jones,5,Son,NA,Male,Student,None,NA
6,Butterfly Street,Mohamed,Parker,46,Head,Single,Male,Chemical engineer,None,Christian
6,Butterfly Street,Mohammed,Read,18,None,Single,Male,Student,None,NA
7,Butterfly Street,Lisa,Reynolds,53,Head,Single,Female,Unemployed,None,None
7,Butterfly Street,Douglas,Reynolds,12,Son,NA,Male,Student,None,NA
7,Butterfly Street,Peter,Reynolds,9,Son,NA,Male,Student,None,NA
8,Butterfly Street,Abigail,Oliver,44,Head,Married,Female,Community pharmacist,None,Catholic
8,Butterfly Street,Victor,Oliver,48,Husband,Married,Male,Financial planner,None,Catholic
8,Butterfly Street,Lawrence,Oliver,15,Son,NA,Male,Student,None,NA
9,Butterfly Street,Maureen,Johnson,50,Head,Married,Female,Mechanical engineer,None,Catholic
9,Butterfly Street,Karl,Johnson,54,Husband,Married,Male,"Geologist, wellsite",None,Catholic
9,Butterfly Street,Garry,Johnson,32,Son,Divorced,Male,"Accountant, chartered certified",None,Catholic
10,Butterfly Street,Rita,Johnson,36,Head,Married,Female,"Engineer, civil (consulting)",None,Catholic
10,Butterfly Street,Frank,Johnson,38,Husband,Married,Male,Translator,None,Catholic
